sen	Polarity	Sentence
compound	0.296	i prefer nova i over this This is a seriously good device in the range .
neg	0.116	i prefer nova i over this This is a seriously good device in the range .
neu	0.685	i prefer nova i over this This is a seriously good device in the range .
pos	0.199	i prefer nova i over this This is a seriously good device in the range .
neu	1.0	is finally up a decent camera among mid - .
compound	0.1045	please You can go for note pro for faster finger print reader Really miss the ...
neg	0.104	please You can go for note pro for faster finger print reader Really miss the ...
neu	0.77	please You can go for note pro for faster finger print reader Really miss the ...
pos	0.126	please You can go for note pro for faster finger print reader Really miss the ...
compound	0.6124	Please do an video of mi mix Does the MI A support g in Canada ?
neu	0.688	Please do an video of mi mix Does the MI A support g in Canada ?
pos	0.312	Please do an video of mi mix Does the MI A support g in Canada ?
neu	1.0	the .
compound	0.4404	plus its also based on Android one .. Lite is better I ' m it now .
neu	0.805	plus its also based on Android one .. Lite is better I ' m it now .
pos	0.195	plus its also based on Android one .. Lite is better I ' m it now .
compound	0.6696	Best phone I ' ever used !
neu	0.4	Best phone I ' ever used !
pos	0.6	Best phone I ' ever used !
neu	1.0	Review g CAN you make a video for all the .
neu	1.0	A little to maybe .
compound	0.6369	With price and quality Only if this phone have bigger battery , it will be the best Mi note pro .. Rare camera is of + This phone or mi lite ?
neu	0.87	With price and quality Only if this phone have bigger battery , it will be the best Mi note pro .. Rare camera is of + This phone or mi lite ?
pos	0.13	With price and quality Only if this phone have bigger battery , it will be the best Mi note pro .. Rare camera is of + This phone or mi lite ?
neu	1.0	plus Mi a photo send ho gold This or the plus ?
compound	0.536	I have the lite version + Not + I ' m confuse which one i buy poco f or mi A tell me I totally agree with you on the fact that the skin that a lot of the put on their is keeping us with them , everyone familiar .
neu	0.89	I have the lite version + Not + I ' m confuse which one i buy poco f or mi A tell me I totally agree with you on the fact that the skin that a lot of the put on their is keeping us with them , everyone familiar .
pos	0.11	I have the lite version + Not + I ' m confuse which one i buy poco f or mi A tell me I totally agree with you on the fact that the skin that a lot of the put on their is keeping us with them , everyone familiar .
compound	0.3612	I have an phone and I was looking for other that have the same if you will that the , like the double tap / knock to wake , the text window that up when you ' re on any and you can respond from their without leaving that / game and so forth .
neu	0.948	I have an phone and I was looking for other that have the same if you will that the , like the double tap / knock to wake , the text window that up when you ' re on any and you can respond from their without leaving that / game and so forth .
pos	0.052	I have an phone and I was looking for other that have the same if you will that the , like the double tap / knock to wake , the text window that up when you ' re on any and you can respond from their without leaving that / game and so forth .
compound	-0.1943	I have gotten used to those simple yet dependable that I ' m so much trouble on a new phone as my current one is slowly dying know but yet not wanting to leave behind that familiar program .
neg	0.058	I have gotten used to those simple yet dependable that I ' m so much trouble on a new phone as my current one is slowly dying know but yet not wanting to leave behind that familiar program .
neu	0.906	I have gotten used to those simple yet dependable that I ' m so much trouble on a new phone as my current one is slowly dying know but yet not wanting to leave behind that familiar program .
pos	0.036	I have gotten used to those simple yet dependable that I ' m so much trouble on a new phone as my current one is slowly dying know but yet not wanting to leave behind that familiar program .
compound	-0.2732	sigh no screen protector in the box ?
neg	0.265	sigh no screen protector in the box ?
neu	0.602	sigh no screen protector in the box ?
pos	0.133	sigh no screen protector in the box ?
neu	1.0	Note Pro .
compound	0.4927	Absolutely a good deal .
neu	0.385	Absolutely a good deal .
pos	0.615	Absolutely a good deal .
compound	0.7003	Phone is good but memory card slot is not given I have it It is good RAM CORE .
neu	0.721	Phone is good but memory card slot is not given I have it It is good RAM CORE .
pos	0.279	Phone is good but memory card slot is not given I have it It is good RAM CORE .
compound	0.6988	inch display + Rear Camera Front Camera MAN IT IS PRETTY GOOD ITS PRICE BUT NO HEADPHONE JACK 😢 I suggest pro m ram / battery pro is better I bought one a few ago amazing device bought it here in canada on for after Song that he ?
neg	0.137	inch display + Rear Camera Front Camera MAN IT IS PRETTY GOOD ITS PRICE BUT NO HEADPHONE JACK 😢 I suggest pro m ram / battery pro is better I bought one a few ago amazing device bought it here in canada on for after Song that he ?
neu	0.628	inch display + Rear Camera Front Camera MAN IT IS PRETTY GOOD ITS PRICE BUT NO HEADPHONE JACK 😢 I suggest pro m ram / battery pro is better I bought one a few ago amazing device bought it here in canada on for after Song that he ?
pos	0.235	inch display + Rear Camera Front Camera MAN IT IS PRETTY GOOD ITS PRICE BUT NO HEADPHONE JACK 😢 I suggest pro m ram / battery pro is better I bought one a few ago amazing device bought it here in canada on for after Song that he ?
neu	1.0	Review the Plus Hi !
compound	0.8126	This is a best phone under € or Please do v pro I ' bought that because you told and it is worth it Would this work on on unbox therapy I can buy mi A for and the plus for , which one should I pick ?
neu	0.806	This is a best phone under € or Please do v pro I ' bought that because you told and it is worth it Would this work on on unbox therapy I can buy mi A for and the plus for , which one should I pick ?
pos	0.194	This is a best phone under € or Please do v pro I ' bought that because you told and it is worth it Would this work on on unbox therapy I can buy mi A for and the plus for , which one should I pick ?
compound	-0.4019	My mate pro face hardware problem so I went to get a spare phone , which is this .
neg	0.162	My mate pro face hardware problem so I went to get a spare phone , which is this .
neu	0.838	My mate pro face hardware problem so I went to get a spare phone , which is this .
compound	0.4094	I fell in love with it and probably will stay with it though mate pro might be better camera actually r almost the same too much hot air guff Watching this from my mi a lite 😊 Lew did you tried the Pro variant , not good as Mi A but still good .
neg	0.081	I fell in love with it and probably will stay with it though mate pro might be better camera actually r almost the same too much hot air guff Watching this from my mi a lite 😊 Lew did you tried the Pro variant , not good as Mi A but still good .
neu	0.775	I fell in love with it and probably will stay with it though mate pro might be better camera actually r almost the same too much hot air guff Watching this from my mi a lite 😊 Lew did you tried the Pro variant , not good as Mi A but still good .
pos	0.144	I fell in love with it and probably will stay with it though mate pro might be better camera actually r almost the same too much hot air guff Watching this from my mi a lite 😊 Lew did you tried the Pro variant , not good as Mi A but still good .
neu	1.0	Lew does this phone fast charging and slow mo video recording ?
compound	0.3182	Please respond note pro Do a video of note which song does he use to test the sound ?
neu	0.874	Please respond note pro Do a video of note which song does he use to test the sound ?
pos	0.126	Please respond note pro Do a video of note which song does he use to test the sound ?
neu	1.0	I would have bought this if it had a headphone jack Why do I hear with just on speaker ?
compound	-0.0772	When I block the left one it does the same real me pro may beat mi a in camera section Review the mi a lite I wan na see if it really hardware that this one does n ' t and how well it up for the price Poco f is better 🔥 If only Jack was present Pro ?
neg	0.092	When I block the left one it does the same real me pro may beat mi a in camera section Review the mi a lite I wan na see if it really hardware that this one does n ' t and how well it up for the price Poco f is better 🔥 If only Jack was present Pro ?
neu	0.82	When I block the left one it does the same real me pro may beat mi a in camera section Review the mi a lite I wan na see if it really hardware that this one does n ' t and how well it up for the price Poco f is better 🔥 If only Jack was present Pro ?
